Div,Date,HomeTeam,AwayTeam,FullTimeHomeGoals,FullTimeAwayGoal,FullTimeResult,HalfTimeHomeGoals,HalfTimeAwayGoals,HalfTimeResult,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,SYH,SYD,SYA,WHH,WHD,WHA,Attendance,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR,HBP,ABP
SC0,22/12/2001,Livingston,Dunfermline,0,0,D,0,0,D,1.5,3.6,5.8,1.5,3.4,4.7,1.44,4,5.5,1.5,3.5,6,1.5,3.5,6,1.44,3.6,6.5,5326,"Orr, R.",7,9,1,2,1,0,5,0,15,13,4,0,2,1,0,0,20,10
SC0,22/12/2001,Rangers,Dundee United,3,2,H,2,1,H,1.25,4.75,9.5,1.25,4.5,9,1.25,5,8,1.25,4.8,9,1.22,5.5,8.5,1.25,4.5,10,47315,"Clark, K. W.",10,9,6,3,0,1,4,2,18,14,4,3,0,1,0,0,0,10
SC0,22/12/2001,St Johnstone,Hibernian,0,0,D,0,0,D,2.62,3.2,2.37,2.7,2.9,2.2,2.5,3.5,2.25,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.25,2.4,4056,"Toner, K. E.",8,10,5,0,0,2,4,13,12,11,4,4,1,0,0,0,10,0
SC0,26/12/2001,Celtic,Livingston,3,2,H,1,1,D,1.27,4.7,8.75,1.35,3.8,6.2,1.28,4.5,8,1.25,5,8.5,1.29,4.5,8.5,1.25,4.5,10,58507,"Mitchell, G. P.",17,5,10,3,2,0,8,2,12,22,3,1,3,3,1,0,55,30
SC0,26/12/2001,Dundee United,Hearts,0,2,A,0,1,A,2.1,3.1,3.15,2.1,2.9,2.9,2.1,3.5,2.75,2,3.25,3.25,2,3.25,3.25,2.1,3.2,3,8762,"Toner, K. E.",9,7,3,4,0,0,5,5,20,19,2,4,3,1,0,0,30,10
SC0,26/12/2001,Hibernian,Rangers,0,3,A,0,1,A,5.85,3.6,1.5,3.6,3.1,1.75,5.5,3.6,1.5,6,3.6,1.5,6.5,3.75,1.44,6.5,3.6,1.44,14021,"McCurry, T. M.",10,18,4,8,0,1,5,9,24,16,2,0,3,2,2,0,80,20
SC0,26/12/2001,Kilmarnock,Dunfermline,0,0,D,0,0,D,1.75,3.3,4.2,1.75,3.1,3.6,1.73,3.5,3.75,1.73,3.25,4.33,1.67,3.4,4.5,1.8,3.4,3.6,6873,"Dougal, S.",7,8,2,3,1,0,5,10,17,10,0,7,0,0,0,0,0,0
SC0,26/12/2001,Motherwell,St Johnstone,1,2,A,0,2,A,1.72,3.35,4.2,1.7,3.1,3.8,1.8,3.5,3.5,1.7,3.4,4.33,1.73,3.5,4,1.72,3.4,4,4659,"Rowbotham, J",12,10,6,6,0,0,14,5,12,12,5,4,0,1,1,1,25,35
SC0,29/12/2001,Dundee United,Celtic,0,4,A,0,2,A,9,4.75,1.26,5.5,3.6,1.4,7,4.33,1.33,9,4.5,1.29,8.5,5,1.25,10,4.5,1.25,12165,"Rowbotham, J",7,15,2,8,0,0,3,4,10,6,3,5,2,1,0,0,20,10
SC0,29/12/2001,Dunfermline,Aberdeen,1,0,H,1,0,H,2.45,3.15,2.55,2.4,2.9,2.4,2.5,3.25,2.4,2.5,3.2,2.5,2.38,3.2,2.6,2.4,3.25,2.5,7774,"Toner, K. E.",12,15,6,10,0,1,5,0,19,10,1,5,1,1,0,0,10,10
SC0,29/12/2001,Hearts,Hibernian,1,1,D,1,0,H,2.06,3.15,3.2,2.1,2.9,2.9,2.2,3.25,2.75,2.1,3.25,3,1.91,3.25,3.5,2,3.2,3.2,17474,"Dougal, S.",10,9,5,4,0,0,4,7,18,19,1,6,1,2,0,0,10,20
SC0,29/12/2001,Livingston,Kilmarnock,0,1,A,0,1,A,1.6,3.4,5,1.8,3,3.5,1.67,3.4,4.33,1.6,3.4,5,1.67,3.5,4.33,1.61,3.5,4.5,5214,"Young, W. S. G.",9,5,3,3,1,0,5,3,8,12,8,3,0,1,0,0,0,10
SC0,29/12/2001,Rangers,St Johnstone,1,0,H,1,0,H,1.17,5.75,12,1.15,5.5,11,1.17,5.5,12,1.17,6,11,1.17,6,11,1.16,5.5,12,48827,"Orr, R.",17,7,10,3,0,0,12,1,9,14,2,0,1,0,0,0,10,0
SC0,02/01/2002,Aberdeen,Livingston,0,3,A,0,1,A,2,3.2,3.3,2.2,2.9,2.7,2,3.4,3,2,3.25,3.25,2.1,3.25,3,2.1,3.3,2.87,15709,"Somers, D.",7,9,3,4,0,0,4,3,22,19,1,1,0,3,0,0,0,30
SC0,02/01/2002,Celtic,Motherwell,2,0,H,0,0,D,1.12,6.2,16,1.15,5.5,11,1.17,5.5,12,1.14,6,13,1.12,6,17,1.12,6,15,57648,"Freeland, A.",20,3,12,1,2,0,10,2,13,17,2,4,1,4,0,0,10,40
SC0,02/01/2002,Hibernian,Dundee United,0,1,A,0,0,D,1.9,3.3,3.5,1.9,2.9,3.2,1.91,3.25,3.4,1.91,3.25,3.5,2,3.25,3.25,1.9,3.4,3.25,11155,"McDonald, D. G.",11,3,3,2,0,0,12,3,6,24,6,5,1,4,0,1,10,65
SC0,02/01/2002,St Johnstone,Hearts,0,2,A,0,1,A,2.65,3.2,2.35,2.9,2.9,2.1,2.5,3.5,2.25,2.6,3.25,2.38,2.6,3.2,2.38,2.5,3.3,2.37,5413,"Young, W. S. G.",7,11,2,6,0,0,4,8,14,10,5,5,0,0,0,0,0,0
SC0,09/01/2002,Motherwell,Dundee,4,2,H,2,1,H,1.95,3.3,3.4,2,3.1,3.2,2,3.25,3.2,1.95,3.25,3.4,2,3.4,3.25,2,3.3,3.25,3573,"Clark, K. W.",13,16,7,9,0,0,5,8,13,10,3,0,1,2,0,0,10,20
SC0,12/01/2002,Dundee,Hibernian,1,0,H,0,0,D,2,3.25,3.25,2.1,2.9,2.9,2.1,3.2,3,2,3.25,3.25,2.1,3.25,3,2,3.2,3.2,7326,"Summers, D",9,8,3,3,1,0,5,7,13,18,0,4,2,1,0,1,20,35
SC0,12/01/2002,Hearts,Aberdeen,3,1,H,1,1,D,1.9,3.25,3.55,2,3,3.3,2.1,3.4,2.8,2,3.25,3.25,1.91,3.4,3.4,1.9,3.4,3.25,12902,"Rowbotham, J",17,12,6,2,1,1,6,3,13,16,3,2,2,2,0,1,20,45
SC0,12/01/2002,Kilmarnock,Celtic,0,2,A,0,0,D,7.5,4.25,1.33,5.4,3.8,1.45,7,4.33,1.33,7,4.33,1.36,8,4.5,1.3,6.5,3,1.57,11689,"Underhill, J. R.",11,8,4,5,0,1,11,3,12,18,1,6,3,2,0,0,30,20
SC0,12/01/2002,Motherwell,Dundee United,2,0,H,0,0,D,2.35,3.2,2.65,2.2,2.9,2.7,2.25,3.5,2.5,2.25,3.2,2.75,2.38,3.2,2.6,2.25,3.3,2.62,4631,"Brown, T.",17,6,8,3,0,0,7,5,11,19,4,2,1,2,0,0,10,20
SC0,12/01/2002,Rangers,Livingston,3,0,H,2,0,H,1.35,4.1,7.6,1.4,3.7,6.4,1.4,4,6.5,1.4,3.75,7.5,1.36,4,7.5,1.33,4.33,7,48044,"Dallas, H.",14,3,8,1,0,0,5,4,11,12,2,1,1,3,0,0,10,30
SC0,12/01/2002,St Johnstone,Dunfermline,0,1,A,0,0,D,2.5,3.25,2.45,2.7,2.9,2.2,2.6,3.2,2.37,2.6,3.2,2.4,2.75,3.25,2.25,2.62,3.3,2.25,3459,"Freeland, A.",8,9,4,6,0,0,6,9,12,11,2,3,1,2,0,0,10,20
SC0,19/01/2002,Aberdeen,Rangers,0,1,A,0,1,A,4.5,3.45,1.65,4.6,3.4,1.6,5,3.5,1.57,5.5,3.5,1.53,5.5,3.5,1.53,5,3.5,1.57,17846,"McCurry, T. M.",9,11,1,3,0,0,4,6,19,15,0,3,0,1,0,0,0,10
SC0,19/01/2002,Celtic,St Johnstone,2,1,H,2,1,H,1.08,7.55,17,1.1,7,14,1.12,6,15,1.12,6,17,1.11,6.5,17,1.11,6.5,15,58547,"Toner, K. E.",16,4,7,2,1,0,10,4,10,13,3,2,0,2,0,0,0,20
SC0,19/01/2002,Dundee United,Dundee,1,0,H,0,0,D,2.28,3.2,2.75,2.2,2.9,2.7,2.25,3.2,2.75,2.3,3.2,2.7,2,3.4,3.25,2.3,3.25,2.62,12851,"Young, W. S. G.",14,7,8,5,1,0,5,8,12,18,6,3,1,2,0,0,10,20
SC0,19/01/2002,Dunfermline,Motherwell,3,1,H,1,0,H,1.78,3.3,3.95,1.9,2.9,3.2,1.8,3.5,3.5,1.83,3.25,3.75,1.8,3.25,4,1.8,3.3,3.75,4280,"Dougal, S.",12,6,5,3,0,0,4,3,17,24,0,1,1,2,0,0,10,20
SC0,19/01/2002,Hibernian,Kilmarnock,2,2,D,1,0,H,2.38,3.2,2.6,2.2,2.9,2.7,2.37,3.2,2.6,2.38,3.2,2.62,2.38,3.4,2.5,2.5,3.1,2.5,9592,"Clark, K. W.",15,10,8,4,0,0,6,1,20,14,3,2,2,0,0,0,20,0
SC0,19/01/2002,Livingston,Hearts,2,0,H,0,0,D,1.9,3.3,3.5,1.9,2.9,3.2,1.73,3.5,3.75,1.91,3.4,3.4,1.91,3.4,3.4,2,3.2,3.2,9150,"McDonald, D. G.",10,15,2,5,0,0,7,11,19,13,3,2,4,4,0,1,40,65
SC0,22/01/2002,St Johnstone,Dundee United,1,4,A,0,3,A,2.65,3.25,2.32,2.6,3,2.2,2.5,3.25,2.4,2.62,3.2,2.38,2.75,3.4,2.2,2.75,3.2,2.25,3711,"Underhill, J. R.",8,14,3,9,0,1,6,7,9,17,1,3,1,2,0,0,10,20
SC0,23/01/2002,Celtic,Hearts,2,0,H,0,0,D,1.2,5.3,10.5,1.25,4.5,9,1.17,5.5,12,1.18,5.5,11,1.17,6,11,1.2,5.5,9,57203,"Orr, R.",18,4,8,1,0,0,7,5,9,14,0,0,0,1,0,0,0,10
SC0,23/01/2002,Dunfermline,Rangers,2,4,A,2,0,H,7,3.85,1.4,5.4,3.8,1.45,6,3.4,1.5,6.5,3.75,1.44,6.5,4,1.4,7.5,3.6,1.4,8795,"Freeland, A.",5,16,4,8,0,0,4,10,15,11,1,5,3,2,0,0,30,20
SC0,23/01/2002,Hibernian,Aberdeen,3,4,A,2,2,D,2.5,3.1,2.55,2.3,3,2.4,2.5,3.25,2.4,2.4,3.2,2.6,2.38,3.2,2.6,2.5,3.1,2.5,10555,"Dallas, H.",19,8,6,5,0,0,9,5,11,8,3,4,3,2,0,0,30,20
SC0,23/01/2002,Motherwell,Kilmarnock,2,0,H,2,0,H,2.45,3.2,2.55,2.3,3,2.4,2.4,3.25,2.5,2.38,3.2,2.62,2.6,3.2,2.38,2.5,3.3,2.37,4342,"Mitchell, G. P.",11,17,6,6,0,0,6,6,18,9,6,3,5,2,0,0,50,20
SC0,29/01/2002,Aberdeen,Dundee,0,0,D,0,0,D,1.65,3.4,4.65,1.75,3.1,3.6,1.67,3.4,4.33,1.615,3.4,5,1.727,3.25,4.333,1.61,3.5,4.5,11027,"McDonald, D. G.",14,8,5,3,0,0,6,3,9,12,1,2,0,1,0,0,0,10
SC0,30/01/2002,Kilmarnock,Rangers,2,2,D,0,1,A,6.9,3.8,1.41,5.4,3.8,1.45,7,3.75,1.4,7,3.6,1.444,6.5,4.333,1.364,7,3.75,1.4,11589,"Underhill, J. R.",11,12,4,5,0,0,5,7,5,16,2,10,1,3,0,0,10,30
SC0,30/01/2002,Livingston,Celtic,1,3,A,1,0,H,6.85,3.9,1.4,4.6,3.4,1.6,6.5,3.6,1.44,7,3.6,1.444,6.5,3.75,1.444,7,3.75,1.4,10000,"McDonald, D. G.",14,17,9,5,0,0,2,3,17,12,0,7,3,1,0,0,30,10
SC0,02/02/2002,Dundee United,Kilmarnock,0,2,A,0,1,A,2.2,3.3,2.8,2.2,2.9,2.7,2.2,3.25,2.75,2.2,3.25,2.8,2.1,3.4,2.875,2.2,3.25,2.75,5774,"McDonald, D. G.",5,10,2,6,0,1,3,7,12,9,4,6,1,1,0,0,10,10
SC0,02/02/2002,Dunfermline,Hearts,1,1,D,0,0,D,2.22,3.3,2.75,2.2,2.9,2.7,2.2,3.5,2.62,2.25,3.2,2.8,2.25,3.25,2.75,2.2,3.25,2.75,5527,"Clark, K. W.",8,15,3,7,0,0,10,10,11,11,2,0,0,5,0,0,0,50
SC0,02/02/2002,Hibernian,Celtic,1,1,D,1,0,H,7.9,4.8,1.28,7,4,1.35,8,5,1.25,8.5,5,1.25,10,5.5,1.2,10,4.5,1.25,12315,"Freeland, A.",7,9,4,5,0,0,5,7,21,17,3,3,2,3,0,0,20,30
SC0,02/02/2002,Motherwell,Livingston,1,2,A,1,1,D,2.68,3.25,2.3,2.7,2.9,2.2,2.5,3.25,2.4,2.625,3.2,2.375,2.6,3.2,2.375,2.75,3.25,2.2,4458,"McCurry, T. M.",16,12,8,8,0,0,6,3,15,19,3,1,1,4,0,0,10,40
SC0,02/02/2002,Rangers,Dundee,2,1,H,0,0,D,1.2,5.45,10,1.2,4.7,9,1.2,5,11,1.2,5.5,10,1.2,5.5,10,1.2,5,11,48861,"Dougal, S.",20,12,11,7,0,1,13,3,10,13,4,1,0,2,0,0,0,20
SC0,02/02/2002,St Johnstone,Aberdeen,0,1,A,0,1,A,3.1,3.25,2.05,3.1,3,1.9,3.2,3.5,1.91,3.25,3.25,2,3.25,3,2.1,3.4,3.25,1.9,4305,"Young, W. S. G.",6,11,4,6,0,0,3,7,13,14,2,5,3,2,0,0,30,20
SC0,09/02/2002,Aberdeen,Kilmarnock,1,1,D,0,0,D,1.82,3.35,3.72,1.9,3,3.1,1.83,3.5,3.4,1.8,3.25,4,1.8,3.4,3.75,1.83,3.2,3.75,13004,"Toner, K. E.",11,10,4,3,0,1,3,1,12,19,7,4,1,4,0,0,10,40
SC0,09/02/2002,Celtic,Dunfermline,5,0,H,4,0,H,1.15,5.65,14.25,1.15,5.5,11,1.14,5.5,15,1.167,5.5,13,1.143,6,13,1.14,5.5,15,58590,"Rowbotham, J",13,5,10,3,0,0,8,2,10,6,2,1,0,1,0,0,0,10
SC0,09/02/2002,Dundee,St Johnstone,1,0,H,1,0,H,1.52,3.45,5.95,1.65,3.2,3.9,1.61,3.5,4.5,1.533,3.5,5.5,1.5,3.5,6,1.53,3.4,5.5,6344,"Fyfe, I. M.",9,9,4,7,2,1,10,3,10,17,5,1,0,1,0,0,0,10
SC0,09/02/2002,Hearts,Rangers,0,2,A,0,0,D,5.85,3.7,1.48,4.4,3.3,1.65,5.5,3.6,1.5,6.5,3.75,1.444,6.5,3.75,1.444,6.5,3.6,1.44,14128,"Dallas, H.",11,20,1,13,0,1,5,9,11,14,3,8,1,0,0,0,10,0
SC0,09/02/2002,Livingston,Dundee United,1,1,D,0,0,D,1.62,3.55,4.6,1.65,3.2,3.9,1.57,3.5,5,1.6,3.4,5,1.667,3.4,4.5,1.61,3.5,4.5,4720,"Somers, D.",14,5,5,3,1,1,10,5,13,11,7,1,5,2,0,0,50,20
SC0,09/02/2002,Motherwell,Hibernian,4,0,H,0,0,D,2.02,3.3,3.15,2.2,2.9,2.7,2,3.4,3,2,3.25,3.25,2,3.25,3.25,2.1,3.2,3,5367,"Underhill, J. R.",16,6,7,2,0,0,5,5,17,19,1,0,0,2,0,0,0,20
SC0,13/02/2002,Dundee,Dunfermline,2,2,D,2,0,H,2.1,3.25,3,2.2,3,2.9,2.1,3.4,2.8,2.1,3.25,3,2.1,3.4,2.875,2.1,3.2,3,6043,"Young, W. S. G.",8,9,3,3,0,0,1,10,8,16,0,1,1,0,0,1,10,25
SC0,16/02/2002,Aberdeen,Dundee United,4,0,H,2,0,H,1.75,3.3,4.15,1.8,3,3.5,1.83,3.4,3.5,1.727,3.25,4.333,1.727,3.25,4.333,1.72,3.4,4,13612,"Rowbotham, J",11,13,10,8,0,0,4,5,15,11,2,2,0,3,0,0,0,30
SC0,16/02/2002,Hibernian,Dunfermline,1,1,D,0,0,D,2.3,3.1,2.8,2.1,2.9,2.9,2.2,3.25,2.75,2.25,3.25,2.75,2.375,3.2,2.6,2.4,3.25,2.5,9788,"McDonald, D. G.",10,13,7,6,0,0,5,9,14,18,1,8,0,2,0,0,0,20
SC0,16/02/2002,Kilmarnock,Hearts,3,3,D,0,1,A,2.05,3.25,3.1,2.1,2.9,2.9,2.1,3.4,2.8,2,3.25,3.25,2.1,3.25,3,1.9,3.25,3.4,7138,"Clark, K. W.",9,9,6,7,1,0,5,1,16,17,10,11,1,2,0,0,10,20
SC0,16/02/2002,Rangers,Motherwell,3,0,H,2,0,H,1.2,5.3,11,1.2,5,10,1.22,5,9,1.2,5.5,10,1.167,5.5,13,1.16,5.5,12,49284,"Young, W. S. G.",22,5,12,1,1,1,10,3,10,14,1,1,0,2,0,1,0,45
SC0,16/02/2002,St Johnstone,Livingston,3,0,H,1,0,H,4,3.4,1.75,3.6,3.1,1.75,4,3.4,1.73,3.75,3.4,1.8,4,3.5,1.727,4.5,3.3,1.66,3784,"Richmond, C",8,11,4,6,0,0,5,9,16,15,3,1,0,0,0,0,0,0
SC0,17/02/2002,Dundee,Celtic,0,3,A,0,2,A,9,4.85,1.25,7,4,1.35,9,5,1.22,8.5,4.5,1.286,9,4.333,1.286,10,4.5,1.25,10642,"McCurry, T. M.",9,10,3,5,1,0,4,8,16,13,0,7,3,1,0,0,30,10
SC0,02/03/2002,Celtic,Aberdeen,1,0,H,1,0,H,1.23,5.2,9,1.15,6,12,1.17,5.5,12,1.2,5,12,1.167,5.5,13,1.16,6,10,59564,"Underhill, J. R.",14,3,4,1,1,0,7,3,6,19,2,2,1,2,1,1,35,45
SC0,02/03/2002,Dunfermline,Livingston,1,0,H,0,0,D,6.5,3.8,1.43,6,3.9,1.4,7,4,1.36,8,4.2,1.333,7,4,1.364,10,4.5,1.25,4500,"Dallas, H.",14,11,8,1,0,0,5,6,15,6,2,1,2,1,0,0,20,10
SC0,02/03/2002,Hibernian,St Johnstone,3,0,H,2,0,H,2.62,3.2,2.37,2.4,2.9,2.4,2.4,3.25,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.62,3.1,2.37,13731,"Rowbotham, J",16,8,9,4,0,0,4,2,15,16,5,1,3,3,0,1,30,55
SC0,02/03/2002,Kilmarnock,Dundee,3,2,H,1,1,D,1.73,3.25,4.35,1.7,3.1,3.8,1.91,3.25,3.4,1.8,3.25,4,1.8,3.4,3.75,1.8,3.1,4,6890,"Somers, D.",6,9,5,3,0,0,5,5,20,16,6,5,3,3,0,0,30,30
SC0,02/03/2002,Motherwell,Hearts,1,2,A,0,1,A,1.8,3.25,3.95,1.8,3,3.5,1.8,3.4,3.6,1.727,3.25,4.333,1.8,3.25,4,1.8,3.4,3.6,7223,"Orr, R.",8,13,4,6,0,0,4,5,23,20,11,2,1,2,0,0,10,20
SC0,03/03/2002,Dundee United,Rangers,0,1,A,0,0,D,2.32,3.2,2.7,2,2.9,3,2.2,3.25,2.75,2.25,3.25,2.75,2.25,3.25,2.75,2.25,3.2,2.75,9383,"Young, W. S. G.",5,12,4,8,0,0,4,10,16,13,1,1,4,0,0,0,40,0
SC0,06/03/2002,St Johnstone,Rangers,0,2,A,0,1,A,8.6,5,1.25,8,4.2,1.3,8,5,1.25,9,5,1.25,10,5.5,1.2,8,4.5,1.28,6382,"Somers, D.",4,16,2,11,0,2,2,7,13,10,2,4,2,1,0,0,20,10
SC0,09/03/2002,Dundee,Aberdeen,2,3,A,2,0,H,2.45,3.1,2.6,2.4,3,2.6,2.5,3.25,2.4,2.5,3.2,2.5,2.5,3.2,2.5,2.37,3.3,2.5,8250,"Clark, K. W.",6,8,4,5,0,0,7,10,16,13,7,3,3,2,1,0,55,20
SC0,09/03/2002,Dunfermline,Kilmarnock,2,0,H,0,0,D,2.3,3.1,2.8,2.2,3,2.7,2.2,3.25,2.75,2.3,3.2,2.75,2.25,3.25,2.75,2.25,3.2,2.75,5618,"McCurry, T. M.",18,13,7,4,0,1,7,9,11,17,2,3,0,2,0,0,0,20
SC0,09/03/2002,Hearts,Dundee United,1,2,A,0,2,A,1.7,3.35,4.4,1.7,3.2,3.8,1.67,3.4,4.33,1.8,3.25,4,1.667,3.4,4.5,1.61,3.3,5,10893,"Dougal, S.",12,11,7,4,0,1,13,1,11,22,0,4,2,1,0,0,20,10
SC0,09/03/2002,Livingston,Hibernian,0,3,A,0,2,A,1.65,3.4,4.7,1.7,3.2,3.8,1.73,3.4,4,1.667,3.4,4.5,1.727,3.5,4,1.61,3.5,4.5,8120,"Toner, K. E.",8,11,0,5,1,1,5,6,11,21,11,0,1,1,0,0,10,10
SC0,09/03/2002,St Johnstone,Motherwell,0,2,A,0,1,A,2.45,3.1,2.6,2.7,3,2.2,2.4,3.25,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.1,2.5,3282,"McDonald, D. G.",7,13,2,7,0,0,5,9,18,10,2,1,3,1,0,0,30,10
SC0,10/03/2002,Rangers,Celtic,1,1,D,0,1,A,2.55,3.1,2.5,2.5,3,2.5,2.4,3.25,2.5,2.6,3,2.6,2.5,3.2,2.5,2.5,3.1,2.5,49765,"Dallas, H.",11,7,4,3,0,0,4,7,13,11,0,1,1,0,0,0,10,0
SC0,13/03/2002,Dundee,Livingston,2,0,H,0,0,D,2.3,3.25,2.7,2.3,3.1,2.5,2.4,3.25,2.5,2.4,3.2,2.6,2.375,3.2,2.6,2.25,3.2,2.75,5506,"Rowbotham, J",12,5,4,3,0,1,8,6,12,7,4,3,1,2,0,2,10,70
SC0,16/03/2002,Aberdeen,Dunfermline,1,0,H,1,0,H,1.75,3.4,4,1.7,3.2,4,1.8,3.2,4,1.75,3.25,4.2,1.833,3.25,3.75,1.72,3.4,4,13764,"Orr, D.",18,6,11,2,1,0,6,11,16,4,1,1,1,0,0,0,10,0
SC0,16/03/2002,Celtic,Dundee United,1,0,H,1,0,H,1.18,5.7,11,1.15,6,12,1.17,5.5,12,1.182,5.5,12,1.125,6.5,13,1.12,6,15,58392,"McCurry, T. M.",18,1,7,1,1,0,16,1,10,11,2,1,1,3,0,0,10,30
SC0,16/03/2002,Dundee,Motherwell,2,0,H,2,0,H,2,3.15,3.35,2,3,3.1,2.1,3.5,2.75,2,3.25,3.25,2,3.25,3.25,2,3.2,3.2,5785,"Brown, T.",12,7,2,3,1,0,2,6,17,11,0,6,1,3,0,0,10,30
SC0,16/03/2002,Hibernian,Hearts,1,2,A,1,1,D,2.47,3.1,2.55,2.5,3,2.5,2.25,3.2,2.75,2.375,3.1,2.7,2.375,3.2,2.625,2.37,3,2.7,13240,"Young, W. S. G.",9,9,4,4,0,0,5,3,18,15,2,4,4,0,1,0,65,0
SC0,16/03/2002,Kilmarnock,Livingston,1,1,D,1,1,D,2.05,3.2,3.15,2.2,3,2.7,2.2,3.25,2.87,2,3.25,3.25,2,3.4,3.25,1.9,3.25,3.4,6936,"McDonald, D. G.",9,10,5,3,0,1,9,9,17,16,3,4,2,1,0,0,20,10
SC0,19/03/2002,Motherwell,Celtic,0,4,A,0,1,A,10,4.9,1.23,7,4,1.35,10,4.5,1.25,11,4.5,1.25,13,5.5,1.167,9.5,5,1.22,10134,"Dougal, S.",4,22,1,12,0,0,1,7,11,6,0,3,0,1,1,0,25,10
SC0,20/03/2002,Rangers,Kilmarnock,5,0,H,3,0,H,1.23,4.9,10,1.2,5,10,1.25,4.5,10,1.25,4.5,11,1.222,5,10,1.22,5,9.5,40768,"Rowbotham, J",14,2,11,1,0,0,6,2,9,13,10,4,1,3,0,0,10,30
SC0,23/03/2002,Dundee United,Hibernian,1,2,A,0,1,A,2.05,3.15,3.25,2.1,3,3,2,3.4,3,2,3.25,3.25,2,3.25,3.25,2.2,3.25,2.75,5801,"Toner, K. E.",9,9,7,5,1,0,12,1,19,13,5,3,0,0,0,0,0,0
SC0,23/03/2002,Dunfermline,Dundee,2,0,H,1,0,H,1.75,3.4,4,1.85,3.1,3.4,1.8,3.25,3.75,1.8,3.4,3.75,1.667,3.4,4.5,1.66,3.6,4,7299,"Underhill, J. R.",9,7,4,4,1,0,7,7,9,10,2,0,1,2,0,0,10,20
SC0,23/03/2002,Hearts,St Johnstone,1,3,A,0,3,A,1.38,4,7.2,1.4,3.8,6,1.44,3.6,6.5,1.364,4,7.5,1.333,4.333,7.5,1.36,3.75,8,10672,"Freeland, A.",17,12,6,7,0,0,9,4,16,18,1,8,3,2,0,0,30,20
SC0,23/03/2002,Livingston,Aberdeen,0,0,D,0,0,D,2.25,3.1,2.87,2.1,3,3.1,2.25,3.4,2.62,2.3,3.25,2.7,2.2,3.25,2.8,2.2,3.25,2.75,9449,"Clark, K. W.",8,8,4,3,1,0,4,1,15,13,4,2,4,3,0,1,40,55
SC0,06/04/2002,Celtic,Livingston,5,1,H,4,0,H,1.17,5.65,12,1.2,5,10,1.17,5.5,12,1.2,5.5,10,1.143,6,13,1.14,6,12,59752,"Young, W. S. G.",15,10,9,5,2,0,3,3,6,12,4,0,0,1,0,0,0,10
SC0,06/04/2002,Dundee,Kilmarnock,2,0,H,1,0,H,2.25,3.15,2.85,2.3,3,2.6,2.25,3.2,2.75,2.2,3.2,2.875,2.2,3.25,2.8,2.2,3.25,2.75,5579,"Toner, K. E.",8,8,5,6,0,0,6,5,8,16,8,6,0,4,0,0,0,40
SC0,06/04/2002,Dunfermline,Aberdeen,0,0,D,0,0,D,2.35,3.15,2.75,2.2,3,2.8,2.2,3.25,2.75,2.6,3.2,2.4,2.25,3.25,2.75,2.25,3.2,2.75,7339,"Dallas, H.",14,10,7,1,0,0,3,7,14,12,1,2,1,1,0,0,10,10
SC0,06/04/2002,Motherwell,St Johnstone,1,1,D,0,1,A,1.65,3.45,4.55,1.6,3.3,4.4,1.67,3.6,4,1.7,3.25,4.5,1.667,3.5,4.333,1.66,3.4,4.33,3418,"Clark, K. W.",17,11,7,6,3,1,8,3,15,16,4,2,0,0,0,0,0,0
SC0,07/04/2002,Dundee United,Hibernian,2,1,H,1,0,H,2.3,3.15,2.75,2.2,3,2.8,2.4,3.25,2.5,2.3,3.2,2.7,2.25,3.25,2.75,2.3,3.3,2.6,5417,"Brown, T.",8,8,6,5,0,0,5,9,12,12,6,1,0,1,0,0,0,10
SC0,07/04/2002,Rangers,Hearts,2,0,H,1,0,H,1.25,5,8.55,1.2,5,10,1.2,5,11,1.25,5,8.5,1.2,5.5,10,1.25,5.5,7,47492,"McDonald, D. G.",11,9,7,3,0,0,10,3,11,14,8,3,0,2,0,0,0,20
SC0,13/04/2002,Aberdeen,Hearts,2,3,A,1,1,D,1.75,3.3,4.2,1.7,3.3,4,1.73,3.5,3.75,1.667,3.4,4.333,1.8,3.25,4,1.72,3.4,4,12467,"McCurry, T. M.",10,12,5,7,0,0,5,3,13,21,6,6,0,2,0,0,0,20
SC0,13/04/2002,Celtic,Dunfermline,5,0,H,2,0,H,1.18,5.7,10.7,1.15,6,12,1.17,5.5,12,1.167,5.5,12,1.167,6,11,1.16,6,10,57016,"Underhill, J. R.",11,5,6,3,0,0,9,3,7,13,0,0,0,2,0,0,0,20
SC0,13/04/2002,Dundee United,Motherwell,1,0,H,0,0,D,1.85,3.25,3.8,2,3.1,3.2,1.83,3.4,3.5,1.833,3.2,3.75,1.833,3.25,3.75,1.9,3.25,3.4,5108,"Richmond, C",13,9,6,2,1,0,4,7,11,9,3,3,0,2,0,0,0,20
SC0,13/04/2002,Kilmarnock,Hibernian,1,0,H,1,0,H,1.9,3.2,3.6,2,3.1,3.2,2.2,3.25,2.75,2,3.25,3.25,1.833,3.25,3.75,1.9,3.4,3.25,6256,"Summers, D",8,7,3,3,1,0,8,6,18,20,7,5,0,2,0,0,0,20
